"","age","gender","occup","ft_pt","freqmon1","own_motob","opinion_ban","opinion_ban1"
"8015","36_55","male","fdi","fulltime","14_16",4,"strongagree",1
"8016","36_55","female","state","fulltime","more_20",3,"disagree",0.25
"8017","56_75","female","private","fulltime","8_10",3,"strongagree",0.5
"8018","36_55","female","fdi","fulltime","17_20",2,"neutral",1
"8019","56_75","male","student","fulltime","17_20",2,"neutral",0.75
"8020","26_35","female","state","fulltime","14_16",2,"disagree",0.75
"8021","18_25","male","fdi","owner","more_20",2,"disagree",0.75
"8022","26_35","male","retired","fulltime","1_3",2,"agree",0
"8023","36_55","female","state","owner","8_10",2,"agree",0.75
"8024","18_25","male","state","fulltime","17_20",2,"strongdisagree",0.25
"8025","56_75","male","student","fulltime","11_13",4,"strongagree",0
"8026","26_35","female","state","owner","14_16",1,"agree",0.25
"8027","26_35","female","retired","fulltime","8_10",3,"agree",0.75
"8028","18_25","male","private","fulltime","more_20",2,"disagree",0.5
"8029","18_25","male","private","not","17_20",2,"neutral",0.5
"8030","18_25","female","private","parttime","11_13",0,"agree",0.5
"8031","18_25","female","state","student","more_20",1,"agree",0
"8032","18_25","female","state","fulltime","17_20",2,"strongagree",0.25
"8033","18_25","male","state","student","more_20",3,"neutral",0.5
"8034","36_55","female","fdi","fulltime","1_3",1,"strongagree",0.75
"8035","26_35","female","state","owner","17_20",2,"agree",0.75
"8036","18_25","male","state","fulltime","17_20",1,"disagree",0.75
"8037","36_55","female","private","student","17_20",4,"strongagree",0.75
"8038","26_35","female","state","parttime","17_20",2,"agree",0.75
"8039","26_35","male","private","fulltime","8_10",1,"neutral",0.75
"8040","36_55","female","fdi","fulltime","8_10",2,"agree",0
"8041","36_55","male","retired","retired","17_20",2,"agree",0.75
"8042","26_35","male","state","fulltime","4_7",2,"neutral",0.5
"8043","18_25","male","fdi","not","8_10",2,"neutral",0.25
"8044","18_25","female","private","fulltime","14_16",0,"disagree",0.5
"8045","26_35","female","student","student","14_16",3,"disagree",0.75
"8046","18_25","male","state","parttime","1_3",2,"neutral",0.75
"8047","26_35","male","state","parttime","11_13",1,"disagree",0.75
"8048","26_35","male","state","not","17_20",2,"disagree",0.75
"8049","26_35","male","state","fulltime","17_20",2,"disagree",0.5
"8050","18_25","male","fdi","fulltime","14_16",2,"neutral",0.75
"8051","26_35","female","student","student","8_10",0,"neutral",0.75
"8052","18_25","female","state","retired","1_3",1,"neutral",0.75
"8053","36_55","male","state","fulltime","14_16",2,"agree",0.25
"8054","36_55","male","student","retired","more_20",3,"agree",0.25
"8055","18_25","female","private","fulltime","17_20",2,"neutral",0.75
"8056","18_25","female","state","fulltime","8_10",2,"neutral",0.5
"8057","18_25","male","fdi","fulltime","11_13",1,"strongagree",0.75
"8058","36_55","male","student","not","11_13",2,"disagree",0.75
"8059","36_55","female","state","owner","8_10",2,"agree",0.25
"8060","18_25","female","state","fulltime","more_20",2,"agree",0.25
"8061","36_55","female","student","fulltime","8_10",1,"neutral",0.75
"8062","36_55","male","fdi","fulltime","14_16",2,"neutral",0.5
"8063","18_25","female","fdi","parttime","8_10",2,"agree",0.75
"8064","18_25","female","state","parttime","14_16",1,"disagree",0.25
"8065","18_25","female","private","parttime","more_20",1,"neutral",0.25
"8066","36_55","male","student","fulltime","more_20",1,"agree",0.25
"8067","18_25","male","private","fulltime","11_13",3,"neutral",0.75
"8068","18_25","male","private","fulltime","11_13",1,"disagree",0.75
"8069","36_55","female","fdi","fulltime","4_7",2,"agree",0.75
"8070","36_55","male","private","fulltime","14_16",2,"neutral",0.75
"8071","less_18","male","state","fulltime","11_13",1,"neutral",0.5
"8072","36_55","male","private","fulltime","14_16",2,"neutral",0.75
"8073","36_55","female","fdi","fulltime","14_16",1,"agree",0.75
"8074","36_55","male","student","fulltime","more_20",3,"agree",0.25
"8075","18_25","female","state","student","8_10",2,"neutral",0
"8076","36_55","female","private","not","14_16",1,"disagree",0.5
"8077","26_35","female","private","fulltime","1_3",2,"disagree",1
"8078","26_35","female","state","owner","11_13",1,"disagree",0.5
"8079","18_25","male","private","fulltime","14_16",1,"neutral",1
"8080","26_35","female","private","fulltime","1_3",2,"agree",0.75
"8081","26_35","male","state","fulltime","8_10",1,"disagree",0.75
"8082","56_75","male","private","student","14_16",2,"agree",0.5
"8083","36_55","male","fdi","not","17_20",2,"agree",0.25
"8084","26_35","female","private","fulltime","8_10",2,"strongdisagree",0.75
"8085","26_35","male","state","fulltime","11_13",1,"agree",0.75
"8086","less_18","male","state","fulltime","more_20",1,"disagree",0.25
"8087","26_35","male","fdi","owner","17_20",1,"neutral",1
"8088","18_25","female","fdi","fulltime","17_20",2,"disagree",0.25
"8089","18_25","female","private","fulltime","14_16",3,"agree",0.75
"8090","18_25","female","state","student","8_10",2,"disagree",0
"8091","18_25","male","student","student","1_3",1,"disagree",0.75
"8092","36_55","male","student","fulltime","17_20",3,"disagree",0.75
"8093","18_25","female","state","fulltime","17_20",5,"strongagree",0.5
"8094","18_25","female","state","fulltime","more_20",2,"strongdisagree",0.75
"8095","26_35","male","private","owner","14_16",1,"disagree",0.25
"8096","36_55","male","fdi","owner","17_20",2,"agree",0.75
"8097","18_25","male","student","fulltime","14_16",1,"disagree",0.75
"8098","56_75","male","private","fulltime","17_20",1,"agree",0
"8099","18_25","male","state","student","17_20",3,"agree",1
"8100","26_35","female","fdi","parttime","8_10",1,"agree",0.5
"8101","18_25","female","retired","parttime","14_16",2,"disagree",1
"8102","36_55","male","state","fulltime","4_7",1,"agree",0.5
"8103","36_55","male","state","owner","8_10",3,"agree",0.75
"8104","more_75","female","state","retired","8_10",1,"disagree",0.5
"8105","more_75","female","state","fulltime","4_7",2,"neutral",1
"8106","18_25","female","private","fulltime","11_13",2,"strongdisagree",0.75
"8107","18_25","male","private","fulltime","8_10",1,"agree",1
"8108","56_75","female","private","fulltime","11_13",2,"strongdisagree",0
"8109","56_75","female","state","parttime","14_16",3,"disagree",0.5
"8110","26_35","female","retired","retired","4_7",3,"neutral",0.5
"8111","18_25","female","fdi","fulltime","14_16",1,"neutral",0.25
"8112","18_25","female","private","fulltime","8_10",1,"disagree",0.25
"8113","18_25","female","state","owner","11_13",2,"agree",0
"8114","36_55","female","state","student","14_16",1,"neutral",0.25
"8115","36_55","female","state","fulltime","more_20",1,"strongagree",0.25
"8116","18_25","male","private","fulltime","11_13",2,"disagree",0.25
"8117","26_35","female","private","fulltime","1_3",2,"neutral",0.75
"8118","26_35","male","student","owner","11_13",1,"neutral",0.5
"8119","26_35","female","state","student","8_10",2,"agree",0.5
"8120","36_55","female","state","owner","more_20",1,"disagree",0.25
"8121","26_35","male","fdi","student","8_10",2,"disagree",0.75
"8122","18_25","female","private","fulltime","11_13",2,"neutral",0.75
"8123","36_55","female","student","student","14_16",1,"disagree",0.75
"8124","18_25","male","state","parttime","8_10",2,"strongagree",0.5
"8125","36_55","female","student","fulltime","1_3",2,"agree",0.25
"8126","26_35","male","state","retired","more_20",2,"strongdisagree",1
"8127","18_25","male","private","fulltime","14_16",2,"disagree",0.5
"8128","26_35","female","state","retired","8_10",2,"neutral",0.75
"8129","26_35","male","student","parttime","17_20",1,"agree",0.75
"8130","26_35","male","state","fulltime","14_16",0,"disagree",0.25
"8131","18_25","male","private","student","8_10",2,"agree",0
"8132","26_35","female","state","fulltime","14_16",1,"disagree",0.5
"8133","26_35","female","retired","fulltime","8_10",3,"disagree",0.25
"8134","36_55","female","fdi","student","more_20",2,"agree",0.75
"8135","18_25","female","state","fulltime","14_16",1,"neutral",0.5
"8136","18_25","male","state","owner","11_13",1,"neutral",0.75
"8137","18_25","female","fdi","fulltime","17_20",1,"agree",0.75
"8138","26_35","female","student","parttime","14_16",3,"disagree",0.75
"8139","18_25","female","state","fulltime","8_10",2,"strongagree",0.75
"8140","18_25","male","state","parttime","17_20",2,"neutral",0.75
"8141","18_25","male","private","fulltime","11_13",2,"agree",0.5
"8142","less_18","female","private","fulltime","4_7",2,"agree",0.75
"8143","26_35","male","fdi","parttime","17_20",2,"agree",0.25
"8144","56_75","female","fdi","fulltime","14_16",1,"disagree",0.25
"8145","26_35","female","student","owner","17_20",1,"disagree",0.25
"8146","26_35","female","fdi","student","14_16",0,"strongdisagree",1
"8147","26_35","male","student","not","1_3",2,"neutral",0.75
"8148","56_75","male","fdi","fulltime","1_3",2,"neutral",0.25
"8149","36_55","female","state","fulltime","14_16",1,"disagree",0.25
"8150","18_25","male","state","retired","8_10",2,"neutral",0.75
"8151","18_25","female","state","fulltime","8_10",2,"disagree",0.5
"8152","26_35","male","private","student","11_13",2,"agree",0.25
"8153","26_35","female","fdi","retired","more_20",2,"strongagree",0.75
"8154","56_75","female","private","fulltime","more_20",0,"agree",0.75
"8155","26_35","male","student","fulltime","8_10",1,"neutral",0.5
"8156","26_35","female","private","fulltime","14_16",1,"agree",0.5
"8157","26_35","female","state","parttime","17_20",2,"neutral",0
"8158","36_55","female","student","student","1_3",1,"neutral",0.75
"8159","18_25","female","private","student","14_16",2,"disagree",0.75
"8160","36_55","female","private","fulltime","17_20",2,"strongagree",0.5
"8161","26_35","female","state","fulltime","11_13",2,"agree",1
"8162","26_35","female","fdi","fulltime","8_10",1,"agree",0.25
"8163","less_18","female","student","student","1_3",4,"disagree",0.75
"8164","26_35","male","state","student","11_13",2,"agree",0.5
"8165","36_55","female","state","fulltime","1_3",0,"agree",0.25
"8166","56_75","female","student","owner","17_20",1,"disagree",0.5
"8167","26_35","female","state","fulltime","14_16",1,"agree",0
"8168","36_55","female","fdi","fulltime","17_20",2,"agree",0.5
"8169","18_25","male","state","fulltime","8_10",2,"disagree",0.25
"8170","18_25","male","private","not","11_13",2,"disagree",0.5
"8171","26_35","male","state","fulltime","11_13",1,"neutral",0.75
"8172","18_25","female","state","fulltime","8_10",1,"neutral",1
"8173","18_25","male","private","student","1_3",2,"agree",0.75
"8174","26_35","female","private","fulltime","more_20",2,"disagree",0.75
"8175","26_35","male","retired","fulltime","17_20",3,"neutral",0.75
"8176","36_55","male","retired","owner","14_16",2,"strongagree",0.75
"8177","26_35","female","state","fulltime","1_3",2,"neutral",0.25
"8178","18_25","female","private","fulltime","14_16",1,"neutral",1
"8179","18_25","female","state","fulltime","1_3",1,"strongagree",1
"8180","26_35","female","state","fulltime","14_16",2,"agree",0.25
"8181","18_25","female","state","owner","8_10",2,"disagree",0
"8182","18_25","female","state","fulltime","14_16",1,"agree",0.75
"8183","26_35","male","private","fulltime","more_20",3,"agree",0
"8184","18_25","male","fdi","fulltime","14_16",2,"disagree",0.25
"8185","more_75","female","state","fulltime","8_10",2,"strongdisagree",0.75
"8186","26_35","female","student","student","11_13",1,"neutral",0.75
"8187","18_25","male","state","student","8_10",2,"strongdisagree",0
"8188","26_35","female","state","fulltime","4_7",1,"disagree",0.25
"8189","26_35","female","private","fulltime","17_20",4,"disagree",0.75
"8190","18_25","male","state","fulltime","14_16",2,"disagree",0.75
"8191","18_25","female","student","not","14_16",1,"strongagree",0.5
"8192","18_25","female","student","owner","14_16",0,"neutral",0.25
"8193","26_35","female","retired","fulltime","4_7",1,"neutral",0
"8194","36_55","female","student","fulltime","17_20",1,"disagree",0.25
"8195","36_55","female","state","fulltime","more_20",2,"agree",0.5
"8196","more_75","female","private","parttime","8_10",3,"disagree",1
"8197","18_25","female","private","fulltime","4_7",3,"agree",0.25
"8198","18_25","female","state","owner","11_13",2,"neutral",0.25
"8199","26_35","male","student","owner","1_3",2,"strongdisagree",0.25
"8200","18_25","male","state","parttime","14_16",1,"agree",0.25
"8201","18_25","female","state","fulltime","8_10",1,"neutral",0.5
"8202","less_18","male","fdi","student","14_16",2,"strongagree",1
"8203","26_35","female","private","fulltime","14_16",2,"disagree",0.25
"8204","26_35","male","student","student","14_16",1,"strongdisagree",0.5
"8205","36_55","female","retired","owner","14_16",2,"disagree",0.5
"8206","26_35","male","state","fulltime","14_16",1,"neutral",0.25
"8207","36_55","female","student","student","8_10",1,"agree",0.75
"8208","26_35","female","state","fulltime","14_16",0,"agree",1
"8209","56_75","female","state","fulltime","14_16",2,"agree",0.25
"8210","26_35","female","student","owner","8_10",1,"neutral",0.25
"8211","26_35","male","private","fulltime","14_16",2,"agree",0.25
"8212","26_35","female","private","parttime","17_20",1,"agree",0.5
"8213","18_25","male","fdi","student","1_3",3,"neutral",0.75
"8214","18_25","female","state","fulltime","14_16",2,"agree",0.75
"8215","18_25","male","student","student","more_20",2,"neutral",0.5
"8216","less_18","female","fdi","owner","14_16",2,"disagree",0
"8217","18_25","female","state","fulltime","17_20",1,"agree",0.75
"8218","less_18","female","student","owner","14_16",1,"agree",1
"8219","56_75","male","state","fulltime","17_20",2,"agree",0.5
"8220","18_25","female","student","fulltime","14_16",4,"strongdisagree",0.75
"8221","36_55","female","student","owner","14_16",2,"strongagree",0.75
"8222","26_35","female","fdi","fulltime","more_20",2,"strongagree",0.75
"8223","18_25","female","state","fulltime","17_20",1,"agree",1
"8224","36_55","male","state","fulltime","17_20",2,"strongagree",0.25
"8225","18_25","female","private","student","14_16",1,"strongdisagree",0.25
"8226","26_35","male","retired","owner","4_7",2,"agree",0.25
"8227","18_25","female","student","owner","17_20",2,"neutral",0.75
"8228","18_25","male","state","fulltime","more_20",2,"strongagree",0.25
"8229","56_75","female","private","fulltime","1_3",3,"disagree",0.75
"8230","18_25","female","state","owner","8_10",2,"agree",0.75
"8231","36_55","female","student","student","more_20",2,"disagree",0.75
"8232","18_25","female","fdi","fulltime","1_3",0,"agree",0.75
"8233","36_55","female","private","fulltime","11_13",1,"disagree",0.25
"8234","56_75","male","student","fulltime","17_20",3,"agree",1
"8235","18_25","female","student","parttime","14_16",2,"strongdisagree",0
"8236","26_35","female","student","student","14_16",1,"neutral",0.75
"8237","26_35","female","state","retired","11_13",2,"agree",0.5
"8238","36_55","female","private","fulltime","1_3",3,"agree",0.5
"8239","26_35","female","student","student","14_16",2,"strongagree",0.75
"8240","36_55","male","student","student","more_20",2,"strongdisagree",0.75
"8241","36_55","female","fdi","parttime","8_10",1,"strongagree",0.25
